Barcode	Set	CellType
Cell-141121	P11	C12
Cell-141122	P11	C23
Cell-141128	P11	C13
Cell-141130	P11	C1
Cell-141146	P11	C55
Cell-141148	P11	C53
Cell-141165	P11	C8
Cell-141168	P11	C8
Cell-141171	P11	C53
Cell-141189	P11	C18
Cell-141190	P11	C8
Cell-141192	P11	C12
Cell-141193	P11	C53
Cell-141194	P11	C31
Cell-141195	P11	C13
Cell-141196	P11	C8
Cell-141214	P11	C23
Cell-141215	P11	C30
Cell-141225	P11	C25
Cell-141226	P11	C53
Cell-141239	P11	C14
Cell-141241	P11	C26
Cell-141242	P11	C47
Cell-141243	P11	C23
Cell-141244	P11	C3
Cell-141245	P11	C9
Cell-141249	P11	C16
Cell-141250	P11	C42
Cell-141251	P11	C41
Cell-141273	P11	C11
Cell-141274	P11	C9
Cell-141275	P11	C42
Cell-141290	P11	C4
Cell-141296	P11	C12
Cell-141305	P11	C55
Cell-141310	P11	C8
Cell-141311	P11	C41
Cell-141312	P11	C23
Cell-141329	P11	C49
Cell-141333	P11	C4
Cell-141350	P11	C12
Cell-141371	P11	C11
Cell-141382	P11	C8
Cell-141383	P11	C1
Cell-141397	P11	C8
Cell-141398	P11	C19
Cell-141402	P11	C43
Cell-141414	P11	C25
Cell-141416	P11	C13
Cell-141417	P11	C53
Cell-141432	P11	C3
Cell-141436	P11	C20
Cell-141440	P11	C20
Cell-141477	P11	C5
Cell-141481	P11	C12
Cell-141483	P11	C8
Cell-141512	P11	C20
Cell-141515	P11	C41
Cell-141517	P11	C27
Cell-141519	P11	C34
Cell-141532	P11	C16
Cell-141533	P11	C12
Cell-141534	P11	C11
Cell-141553	P11	C39
Cell-141554	P11	C13
Cell-141555	P11	C3
Cell-141556	P11	C16
Cell-141569	P11	C9
Cell-141571	P11	C18
Cell-141572	P11	C4
Cell-141589	P11	C10
Cell-141590	P11	C22
Cell-141592	P11	C12
Cell-141593	P11	C18
Cell-141594	P11	C21
Cell-141595	P11	C31
Cell-141596	P11	C9
Cell-141597	P11	C24
Cell-141598	P11	C3
Cell-141599	P11	C13
Cell-141609	P11	C30
Cell-141610	P11	C41
Cell-141611	P11	C24
Cell-141613	P11	C1
Cell-141616	P11	C20
Cell-141617	P11	C25
Cell-141618	P11	C4
Cell-141628	P11	C41
Cell-141629	P11	C54
Cell-141640	P11	C31
Cell-141641	P11	C1
Cell-141642	P11	C18
Cell-141646	P11	C16
Cell-141647	P11	C24
Cell-141652	P11	C53
Cell-141665	P11	C12
Cell-141666	P11	C3
Cell-141667	P11	C8
Cell-141670	P11	C35
Cell-141671	P11	C3
Cell-141673	P11	C18
Cell-141688	P11	C31
Cell-141702	P11	C21
Cell-141704	P11	C55
Cell-141705	P11	C16
Cell-141707	P11	C34
Cell-141711	P11	C3
Cell-141712	P11	C53
Cell-141714	P11	C8
Cell-141734	P11	C18
Cell-141737	P11	C37
Cell-141744	P11	C4
Cell-141746	P11	C10
Cell-141751	P11	C41
Cell-141765	P11	C41
Cell-141768	P11	C42
Cell-141783	P11	C53
Cell-141794	P11	C8
Cell-141801	P11	C22
Cell-141802	P11	C30
Cell-141805	P11	C1
Cell-141817	P11	C1
Cell-141818	P11	C18
Cell-141819	P11	C5
Cell-141823	P11	C40
Cell-141824	P11	C35
Cell-141826	P11	C16
Cell-141847	P11	C10
Cell-141849	P11	C38
Cell-141862	P11	C9
Cell-141885	P11	C1
Cell-141886	P11	C23
Cell-141888	P11	C35
Cell-141900	P11	C8
Cell-141901	P11	C3
Cell-141904	P11	C14
Cell-141905	P11	C10
Cell-141922	P11	C24
Cell-141923	P11	C23
Cell-141924	P11	C1
Cell-141939	P11	C54
Cell-141945	P11	C10
Cell-141955	P11	C41
Cell-141957	P11	C42
Cell-141968	P11	C54
Cell-141972	P11	C13
Cell-141975	P11	C12
Cell-141986	P11	C3
Cell-141990	P11	C52
Cell-141991	P11	C4
Cell-141996	P11	C32
Cell-141997	P11	C23
Cell-142007	P11	C3
Cell-142009	P11	C54
Cell-142010	P11	C8
Cell-142016	P11	C53
Cell-142030	P11	C4
Cell-142032	P11	C16
Cell-142050	P11	C22
Cell-142052	P11	C11
Cell-142054	P11	C3
Cell-142061	P11	C45
Cell-142062	P11	C9
Cell-142063	P11	C16
Cell-142078	P11	C54
Cell-142092	P11	C53
Cell-142093	P11	C53
Cell-142094	P11	C3
Cell-142095	P11	C11
Cell-142097	P11	C41
Cell-142111	P11	C8
Cell-142127	P11	C56
Cell-142133	P11	C11
Cell-142143	P11	C4
Cell-142161	P11	C22
Cell-142163	P11	C41
Cell-142173	P11	C11
Cell-142174	P11	C53
Cell-142181	P11	C25
Cell-142201	P11	C8
Cell-142202	P11	C53
Cell-142208	P11	C55
Cell-142223	P11	C30
Cell-142226	P11	C53
Cell-142227	P11	C20
Cell-142229	P11	C12
Cell-142230	P11	C54
Cell-142231	P11	C16
Cell-142232	P11	C13
Cell-142239	P11	C21
Cell-142251	P11	C11
Cell-142252	P11	C54
Cell-142253	P11	C22
Cell-142255	P11	C22
Cell-142260	P11	C54
Cell-142270	P11	C17
Cell-142279	P11	C30
Cell-142280	P11	C9
Cell-142285	P11	C24
Cell-142289	P11	C9
Cell-142290	P11	C25
Cell-142291	P11	C11
Cell-142294	P11	C11
Cell-142295	P11	C41
Cell-142304	P11	C53
Cell-142305	P11	C25
Cell-142307	P11	C3
Cell-142317	P11	C55
Cell-142319	P11	C54
Cell-142322	P11	C18
Cell-142323	P11	C17
Cell-142325	P11	C32
Cell-142351	P11	C32
Cell-142367	P11	C14
Cell-142369	P11	C3
Cell-142370	P11	C23
Cell-142371	P11	C31
Cell-142387	P11	C4
Cell-142388	P11	C18
Cell-142407	P11	C4
Cell-142409	P11	C9
Cell-142414	P11	C8
Cell-142432	P11	C23
Cell-142434	P11	C18
Cell-142436	P11	C30
Cell-142440	P11	C11
Cell-142443	P11	C14
Cell-142444	P11	C16
Cell-142455	P11	C11
Cell-142457	P11	C1
Cell-142461	P11	C55
Cell-142462	P11	C37
Cell-142465	P11	C41
Cell-142481	P11	C25
Cell-142483	P11	C24
Cell-142489	P11	C31
Cell-142490	P11	C54
Cell-142491	P11	C56
Cell-142503	P11	C18
Cell-142504	P11	C32
Cell-142505	P11	C53
Cell-142506	P11	C8
Cell-142507	P11	C1
Cell-142518	P11	C53
Cell-142519	P11	C20
Cell-142523	P11	C54
Cell-142528	P11	C16
Cell-142531	P11	C18
Cell-142547	P11	C3
Cell-142550	P11	C3
Cell-142556	P11	C4
Cell-142567	P11	C11
Cell-142577	P11	C43
Cell-142578	P11	C54
Cell-142592	P11	C9
Cell-142596	P11	C53
Cell-142598	P11	C9
Cell-142601	P11	C32
Cell-142611	P11	C25
Cell-142619	P11	C16
Cell-142633	P11	C55
Cell-142635	P11	C24
Cell-142636	P11	C1
Cell-142640	P11	C54
Cell-142641	P11	C31
Cell-142656	P11	C54
Cell-142673	P11	C13
Cell-142694	P11	C39
Cell-142696	P11	C56
Cell-142714	P11	C21
Cell-142728	P11	C13
Cell-142731	P11	C13
Cell-142760	P11	C40
Cell-142761	P11	C23
Cell-142763	P11	C27
Cell-142766	P11	C22
Cell-142767	P11	C21
Cell-142804	P11	C30
Cell-142819	P11	C12
Cell-142821	P11	C55
Cell-142825	P11	C54
Cell-142836	P11	C1
Cell-142839	P11	C16
Cell-142840	P11	C1
Cell-142841	P11	C41
Cell-142842	P11	C36
Cell-142852	P11	C8
Cell-142853	P11	C33
Cell-142857	P11	C21
Cell-142867	P11	C32
Cell-142881	P11	C1
Cell-142908	P11	C53
Cell-142911	P11	C1
Cell-142919	P11	C1
Cell-142921	P11	C53
Cell-142932	P11	C4
Cell-142934	P11	C3
Cell-142939	P11	C30
Cell-142948	P11	C54
Cell-142952	P11	C5
Cell-142959	P11	C55
Cell-142960	P11	C9
Cell-142961	P11	C54
Cell-142965	P11	C55
Cell-142966	P11	C1
Cell-142973	P11	C12
Cell-142984	P11	C1
Cell-142985	P11	C35
Cell-142997	P11	C12
Cell-143001	P11	C41
Cell-143004	P11	C16
Cell-143005	P11	C38
Cell-143009	P11	C4
Cell-143019	P11	C41
Cell-143032	P11	C41
Cell-143034	P11	C17
Cell-143035	P11	C41
Cell-143084	P11	C1
Cell-143091	P11	C36
Cell-143105	P11	C8
Cell-143106	P11	C1
Cell-143115	P11	C4
Cell-143119	P11	C4
Cell-143132	P11	C1
Cell-143133	P11	C35
Cell-143158	P11	C53
Cell-143160	P11	C1
Cell-143163	P11	C1
Cell-143165	P11	C12
Cell-143167	P11	C3
Cell-143179	P11	C35
Cell-143180	P11	C53
Cell-143181	P11	C30
Cell-143184	P11	C12
Cell-143185	P11	C1
Cell-143188	P11	C18
Cell-143190	P11	C54
Cell-143207	P11	C9
Cell-143228	P11	C23
Cell-143229	P11	C31
Cell-143245	P11	C9
Cell-143246	P11	C3
Cell-143258	P11	C4
Cell-143262	P11	C5
Cell-143264	P11	C55
Cell-143277	P11	C18
Cell-143279	P11	C16
Cell-143280	P11	C12
Cell-143300	P11	C9
Cell-143302	P11	C3
Cell-143305	P11	C3
Cell-143318	P11	C21
Cell-143319	P11	C18
Cell-143320	P11	C54
Cell-143336	P11	C53
Cell-143337	P11	C13
Cell-143339	P11	C41
Cell-143342	P11	C21
Cell-143354	P11	C54
Cell-143365	P11	C16
Cell-143366	P11	C13
Cell-143375	P11	C1
Cell-143378	P11	C20
Cell-143380	P11	C9
Cell-143390	P11	C18
Cell-143409	P11	C12
Cell-143410	P11	C3
Cell-143411	P11	C54
Cell-143412	P11	C47
Cell-143414	P11	C30
Cell-143415	P11	C12
Cell-143427	P11	C8
Cell-143428	P11	C53
Cell-143429	P11	C8
Cell-143430	P11	C9
Cell-143432	P11	C54
Cell-143434	P11	C8
Cell-143448	P11	C53
Cell-143450	P11	C35
Cell-143451	P11	C11
Cell-143465	P11	C1
Cell-143482	P11	C20
Cell-143484	P11	C27
Cell-143489	P11	C28
Cell-143490	P11	C18
Cell-143503	P11	C41
Cell-143504	P11	C23
Cell-143515	P11	C13
Cell-143517	P11	C54
Cell-143518	P11	C8
Cell-143523	P11	C31
Cell-143525	P11	C20
Cell-143527	P11	C9
Cell-143540	P11	C12
Cell-143541	P11	C1
Cell-143547	P11	C34
Cell-143562	P11	C12
Cell-143563	P11	C31
Cell-143581	P11	C11
Cell-143583	P11	C30
Cell-143594	P11	C10
Cell-143597	P11	C12
Cell-143604	P11	C27
Cell-143605	P11	C21
Cell-143609	P11	C17
Cell-143618	P11	C23
Cell-143620	P11	C42
Cell-143636	P11	C23
Cell-143639	P11	C9
Cell-143640	P11	C13
Cell-143643	P11	C20
Cell-143648	P11	C1
Cell-143649	P11	C41
Cell-143653	P11	C13
Cell-143661	P11	C8
Cell-143662	P11	C18
Cell-143671	P11	C14
Cell-143672	P11	C51
Cell-143673	P11	C5
Cell-143684	P11	C53
Cell-143690	P11	C21
Cell-143693	P11	C8
Cell-143702	P11	C31
Cell-143703	P11	C13
Cell-143704	P11	C20
Cell-143709	P11	C20
Cell-143710	P11	C8
Cell-143719	P11	C42
Cell-143720	P11	C31
Cell-143721	P11	C8
Cell-143728	P11	C44
Cell-143732	P11	C20
Cell-143743	P11	C9
Cell-143750	P11	C40
Cell-143755	P11	C8
Cell-143763	P11	C17
Cell-143779	P11	C4
Cell-143789	P11	C53
Cell-143790	P11	C55
Cell-143798	P11	C17
Cell-143800	P11	C41
Cell-143801	P11	C12
Cell-143831	P11	C23
Cell-143832	P11	C12
Cell-143835	P11	C12
Cell-143840	P11	C41
Cell-143849	P11	C3
Cell-143850	P11	C10
Cell-143852	P11	C8
Cell-143854	P11	C37
Cell-143855	P11	C14
Cell-143856	P11	C11
Cell-143869	P11	C17
Cell-143871	P11	C19
Cell-143872	P11	C11
Cell-143874	P11	C12
Cell-143875	P11	C31
Cell-143890	P11	C26
Cell-143910	P11	C34
Cell-143911	P11	C55
Cell-143917	P11	C11
Cell-143928	P11	C30
Cell-143939	P11	C12
Cell-143950	P11	C13
Cell-143951	P11	C18
Cell-143952	P11	C31
Cell-143954	P11	C18
Cell-143955	P11	C12
Cell-143962	P11	C41
Cell-143964	P11	C32
Cell-143965	P11	C11
Cell-143966	P11	C17
Cell-143976	P11	C20
Cell-143978	P11	C8
Cell-143981	P11	C29
Cell-143983	P11	C9
Cell-143992	P11	C12
Cell-143993	P11	C18
Cell-143994	P11	C18
Cell-143995	P11	C18
Cell-143996	P11	C3
Cell-144009	P11	C24
Cell-144012	P11	C12
Cell-144013	P11	C24
Cell-144014	P11	C10
Cell-144018	P11	C40
Cell-144019	P11	C11
Cell-144029	P11	C12
Cell-144030	P11	C8
Cell-144031	P11	C53
Cell-144034	P11	C31
Cell-144035	P11	C1
Cell-144036	P11	C26
Cell-144046	P11	C12
Cell-144062	P11	C3
Cell-144064	P11	C12
Cell-144068	P11	C11
Cell-144083	P11	C12
Cell-144084	P11	C16
Cell-144085	P11	C55
Cell-144094	P11	C53
Cell-144099	P11	C18
Cell-144100	P11	C3
Cell-144109	P11	C3
Cell-144115	P11	C1
Cell-144130	P11	C53
Cell-144137	P11	C8
Cell-144139	P11	C8
Cell-144141	P11	C21
Cell-144143	P11	C16
Cell-144170	P11	C23
Cell-144171	P11	C9
Cell-144174	P11	C1
Cell-144182	P11	C43
Cell-144188	P11	C11
Cell-144204	P11	C41
Cell-144207	P11	C33
Cell-144208	P11	C9
Cell-144218	P11	C8
Cell-144219	P11	C9
Cell-144220	P11	C12
Cell-144225	P11	C8
Cell-144226	P11	C53
Cell-144227	P11	C1
Cell-144228	P11	C9
Cell-144229	P11	C1
Cell-144241	P11	C55
Cell-144253	P11	C9
Cell-144254	P11	C13
Cell-144269	P11	C31
Cell-144274	P11	C11
Cell-144276	P11	C1
Cell-144292	P11	C53
Cell-144293	P11	C21
Cell-144308	P11	C12
Cell-144314	P11	C12
Cell-144340	P11	C28
Cell-144342	P11	C53
Cell-144348	P11	C26
Cell-144349	P11	C8
Cell-144373	P11	C3
Cell-144375	P11	C3
Cell-144377	P11	C34
Cell-144389	P11	C13
Cell-144390	P11	C32
Cell-144403	P11	C3
Cell-144405	P11	C44
Cell-144416	P11	C10
Cell-144419	P11	C3
Cell-144422	P11	C31
Cell-144433	P11	C20
Cell-144436	P11	C22
Cell-144439	P11	C12
Cell-144446	P11	C18
Cell-144447	P11	C16
Cell-144449	P11	C53
Cell-144452	P11	C56
Cell-144458	P11	C30
Cell-144459	P11	C13
Cell-144461	P11	C12
Cell-144476	P11	C8
Cell-144485	P11	C8
Cell-144487	P11	C13
Cell-144495	P11	C18
Cell-144496	P11	C16
Cell-144503	P11	C17
Cell-144518	P11	C11
Cell-144520	P11	C30
Cell-144530	P11	C12
Cell-144541	P11	C9
Cell-144542	P11	C1
Cell-144543	P11	C28
Cell-144560	P11	C10
Cell-144568	P11	C20
Cell-144570	P11	C55
Cell-144578	P11	C1
Cell-144579	P11	C54
Cell-144582	P11	C21
Cell-144596	P11	C4
Cell-144597	P11	C34
Cell-144598	P11	C3
Cell-144611	P11	C26
Cell-144613	P11	C41
Cell-144621	P11	C3
Cell-144633	P11	C10
Cell-144636	P11	C9
Cell-144638	P11	C1
Cell-144652	P11	C54
Cell-144653	P11	C1
Cell-144654	P11	C20
Cell-144667	P11	C31
Cell-144669	P11	C40
Cell-144683	P11	C10
Cell-144688	P11	C3
Cell-144690	P11	C18
Cell-144691	P11	C9
Cell-144702	P11	C11
Cell-144704	P11	C17
Cell-144705	P11	C23
Cell-144706	P11	C35
Cell-144716	P11	C8
Cell-144718	P11	C22
Cell-144719	P11	C21
Cell-144723	P11	C22
Cell-144745	P11	C24
Cell-144750	P11	C54
Cell-144752	P11	C10
Cell-144761	P11	C37
Cell-144762	P11	C25
Cell-144763	P11	C39
Cell-144764	P11	C1
Cell-144766	P11	C9
Cell-144773	P11	C18
Cell-144774	P11	C12
Cell-144776	P11	C9
Cell-144779	P11	C8
Cell-144780	P11	C1
Cell-144790	P11	C42
Cell-144791	P11	C1
Cell-144792	P11	C8
Cell-144793	P11	C13
Cell-144796	P11	C55
Cell-144804	P11	C21
Cell-144814	P11	C24
Cell-144815	P11	C10
Cell-144817	P11	C1
Cell-144819	P11	C31
Cell-144835	P11	C11
Cell-144836	P11	C8
Cell-144854	P11	C40
Cell-144855	P11	C9
Cell-144857	P11	C10
Cell-144859	P11	C8
Cell-144860	P11	C3
Cell-144877	P11	C8
Cell-144882	P11	C54
Cell-144885	P11	C54
Cell-144896	P11	C26
Cell-144898	P11	C8
Cell-144899	P11	C41
Cell-144903	P11	C8
Cell-144905	P11	C54
Cell-144907	P11	C53
Cell-144908	P11	C12
Cell-144923	P11	C9
Cell-144924	P11	C18
Cell-144927	P11	C30
Cell-144928	P11	C26
Cell-144930	P11	C12
Cell-144931	P11	C11
Cell-144946	P11	C18
Cell-144949	P11	C4
Cell-144950	P11	C8
Cell-144952	P11	C8
Cell-144963	P11	C21
Cell-144966	P11	C1
Cell-144967	P11	C11
Cell-144968	P11	C1
Cell-144979	P11	C54
Cell-144981	P11	C14
Cell-144982	P11	C31
Cell-144983	P11	C1
Cell-144984	P11	C16
Cell-144986	P11	C40
Cell-144990	P11	C55
Cell-144994	P11	C55
Cell-144996	P11	C1
Cell-145009	P11	C12
Cell-145010	P11	C54
Cell-145018	P11	C20
Cell-145019	P11	C1
Cell-145021	P11	C1
Cell-145022	P11	C4
Cell-145030	P11	C8
Cell-145033	P11	C12
Cell-145034	P11	C53
Cell-145053	P11	C13
Cell-145054	P11	C1
Cell-145055	P11	C54
Cell-145059	P11	C4
Cell-145060	P11	C23
Cell-145075	P11	C19
Cell-145077	P11	C8
Cell-145091	P11	C12
Cell-145095	P11	C54
Cell-145098	P11	C16
Cell-145099	P11	C4
Cell-145108	P11	C3
Cell-145109	P11	C53
Cell-145110	P11	C13
Cell-145113	P11	C54
Cell-145114	P11	C53
Cell-145115	P11	C31
Cell-145136	P11	C41
Cell-145137	P11	C1
Cell-145148	P11	C16
Cell-145168	P11	C8
Cell-145169	P11	C24
Cell-145170	P11	C12
Cell-145173	P11	C8
Cell-145189	P11	C24
Cell-145201	P11	C21
Cell-145204	P11	C9
Cell-145220	P11	C18
Cell-145225	P11	C9
Cell-145237	P11	C41
Cell-145240	P11	C20
Cell-145254	P11	C1
Cell-145256	P11	C53
Cell-145257	P11	C35
Cell-145259	P11	C11
Cell-145270	P11	C14
Cell-145273	P11	C9
Cell-145289	P11	C9
Cell-145293	P11	C41
Cell-145304	P11	C1
Cell-145305	P11	C5
Cell-145306	P11	C33
Cell-145313	P11	C17
Cell-145316	P11	C37
Cell-145317	P11	C23
Cell-145328	P11	C3
Cell-145329	P11	C20
Cell-145330	P11	C8
Cell-145332	P11	C32
Cell-145352	P11	C3
Cell-145358	P11	C4
Cell-145371	P11	C22
Cell-145372	P11	C18
Cell-145376	P11	C35
Cell-145377	P11	C1
Cell-145379	P11	C8
Cell-145380	P11	C31
Cell-145393	P11	C3
Cell-145396	P11	C9
Cell-145398	P11	C22
Cell-145399	P11	C47
Cell-145400	P11	C36
Cell-145401	P11	C54
Cell-145408	P11	C9
Cell-145410	P11	C11
Cell-145425	P11	C14
Cell-145427	P11	C18
Cell-145437	P11	C21
Cell-145440	P11	C12
Cell-145441	P11	C9
Cell-145444	P11	C8
Cell-145448	P11	C28
Cell-145449	P11	C18
Cell-145465	P11	C12
Cell-145469	P11	C20
Cell-145484	P11	C3
Cell-145488	P11	C53
Cell-145490	P11	C32
Cell-145493	P11	C25
Cell-145502	P11	C12
Cell-145503	P11	C35
Cell-145505	P11	C12
Cell-145508	P11	C24
Cell-145509	P11	C22
Cell-145514	P11	C4
Cell-145515	P11	C26
Cell-145526	P11	C31
Cell-145527	P11	C47
Cell-145531	P11	C9
Cell-145532	P11	C18
Cell-145533	P11	C21
Cell-145534	P11	C13
Cell-145535	P11	C24
Cell-145550	P11	C10
Cell-145552	P11	C13
Cell-145553	P11	C25
Cell-145554	P11	C54
Cell-145563	P11	C12
Cell-145564	P11	C3
Cell-145581	P11	C53
Cell-145583	P11	C3
Cell-145584	P11	C38
Cell-145596	P11	C12
Cell-145609	P11	C9
Cell-145612	P11	C24
Cell-145613	P11	C1
Cell-145630	P11	C35
Cell-145631	P11	C13
Cell-145632	P11	C27
Cell-145635	P11	C29
Cell-145647	P11	C21
Cell-145655	P11	C8
Cell-145656	P11	C11
Cell-145657	P11	C8
Cell-145659	P11	C21
Cell-145660	P11	C13
Cell-145673	P11	C18
Cell-145677	P11	C53
Cell-145698	P11	C12
Cell-145699	P11	C47
Cell-145700	P11	C8
Cell-145723	P11	C20
Cell-145724	P11	C5
Cell-145726	P11	C13
Cell-145727	P11	C53
Cell-145740	P11	C53
Cell-145742	P11	C8
Cell-145743	P11	C13
Cell-145756	P11	C1
Cell-145757	P11	C17
Cell-145759	P11	C33
Cell-145762	P11	C36
Cell-145772	P11	C21
Cell-145773	P11	C41
Cell-145774	P11	C8
Cell-145775	P11	C40
Cell-145776	P11	C26
Cell-145777	P11	C34
Cell-145789	P11	C55
Cell-145790	P11	C23
Cell-145809	P11	C9
Cell-145813	P11	C1
Cell-145825	P11	C21
Cell-145828	P11	C38
Cell-145829	P11	C53
Cell-145831	P11	C53
Cell-145851	P11	C47
Cell-145861	P11	C20
Cell-145866	P11	C12
Cell-145870	P11	C30
Cell-145871	P11	C1
Cell-145872	P11	C8
Cell-145882	P11	C8
Cell-145886	P11	C8
Cell-145889	P11	C35
Cell-145890	P11	C59
Cell-145892	P11	C13
Cell-145909	P11	C53
Cell-145914	P11	C12
Cell-145916	P11	C18
Cell-145928	P11	C8
Cell-145929	P11	C35
Cell-145931	P11	C12
Cell-145933	P11	C54
Cell-145941	P11	C23
Cell-145959	P11	C8
Cell-145964	P11	C16
Cell-145965	P11	C12
Cell-145966	P11	C4
Cell-145967	P11	C37
Cell-145982	P11	C18
Cell-145984	P11	C36
Cell-145985	P11	C18
Cell-145998	P11	C10
Cell-146007	P11	C1
Cell-146009	P11	C29
Cell-146020	P11	C8
Cell-146023	P11	C41
Cell-146032	P11	C14
Cell-146034	P11	C4
Cell-146035	P11	C3
Cell-146044	P11	C47
Cell-146045	P11	C10
Cell-146048	P11	C11
Cell-146064	P11	C1
Cell-146067	P11	C9
Cell-146085	P11	C4
Cell-146091	P11	C56
Cell-146097	P11	C9
Cell-146102	P11	C28
Cell-146110	P11	C12
Cell-146112	P11	C17
Cell-146123	P11	C38
Cell-146124	P11	C11
Cell-146125	P11	C18
Cell-146127	P11	C16
Cell-146136	P11	C47
Cell-146152	P11	C23
Cell-146154	P11	C1
Cell-146167	P11	C12
Cell-146168	P11	C9
Cell-146173	P11	C4
Cell-146174	P11	C13
Cell-146185	P11	C53
Cell-146186	P11	C4
Cell-146190	P11	C20
Cell-146201	P11	C3
Cell-146203	P11	C35
Cell-146204	P11	C12
Cell-146205	P11	C14
Cell-146207	P11	C1
Cell-146208	P11	C40
Cell-146210	P11	C4
Cell-146241	P11	C20
Cell-146246	P11	C18
Cell-146247	P11	C3
Cell-146248	P11	C16
Cell-146260	P11	C27
Cell-146261	P11	C1
Cell-146265	P11	C41
Cell-146287	P11	C18
Cell-146289	P11	C1
Cell-146298	P11	C53
Cell-146299	P11	C9
Cell-146314	P11	C35
Cell-146315	P11	C33
Cell-146322	P11	C23
Cell-146323	P11	C18
Cell-146324	P11	C11
Cell-146340	P11	C22
Cell-146341	P11	C53
Cell-146344	P11	C20
Cell-146345	P11	C53
Cell-146357	P11	C54
Cell-146358	P11	C20
Cell-146366	P11	C34
Cell-146367	P11	C37
Cell-146369	P11	C23
Cell-146371	P11	C24
Cell-146386	P11	C4
Cell-146387	P11	C1
Cell-146388	P11	C8
Cell-146397	P11	C12
Cell-146404	P11	C9
Cell-146405	P11	C18
Cell-146420	P11	C9
Cell-146424	P11	C16
Cell-146433	P11	C23
Cell-146435	P11	C33
Cell-146438	P11	C53
Cell-146439	P11	C12
Cell-146451	P11	C47
Cell-146453	P11	C8
Cell-146454	P11	C8
Cell-146457	P11	C3
Cell-146459	P11	C22
Cell-146461	P11	C8
Cell-146466	P11	C21
Cell-146467	P11	C17
Cell-146468	P11	C54
Cell-146471	P11	C1
Cell-146472	P11	C23
Cell-146506	P11	C9
Cell-146517	P11	C12
Cell-146537	P11	C55
Cell-146542	P11	C9
Cell-146543	P11	C23
Cell-146545	P11	C4
Cell-146565	P11	C20
Cell-146566	P11	C53
Cell-146582	P11	C53
Cell-146583	P11	C32
Cell-146584	P11	C1
Cell-146586	P11	C33
Cell-146587	P11	C11
Cell-146604	P11	C20
Cell-146607	P11	C54
Cell-146608	P11	C40
Cell-146609	P11	C4
Cell-146610	P11	C12
Cell-146618	P11	C36
Cell-146623	P11	C3
Cell-146634	P11	C4
Cell-146645	P11	C4
Cell-146646	P11	C18
Cell-146656	P11	C23
Cell-146658	P11	C12
Cell-146672	P11	C11
Cell-146673	P11	C53
Cell-146674	P11	C18
Cell-146679	P11	C54
Cell-146680	P11	C9
Cell-146699	P11	C31
Cell-146701	P11	C30
Cell-146707	P11	C54
Cell-146710	P11	C16
Cell-146722	P11	C4
Cell-146724	P11	C13
Cell-146733	P11	C12
Cell-146734	P11	C47
Cell-146736	P11	C33
Cell-146738	P11	C54
Cell-146754	P11	C12
Cell-146755	P11	C16
Cell-146767	P11	C12
Cell-146768	P11	C13
Cell-146789	P11	C34
Cell-146790	P11	C1
Cell-146791	P11	C12
Cell-146794	P11	C1
Cell-146795	P11	C35
Cell-146798	P11	C14
Cell-146801	P11	C40
Cell-146802	P11	C5
Cell-146818	P11	C34
Cell-146819	P11	C3
Cell-146824	P11	C12
Cell-146830	P11	C37
Cell-146834	P11	C16
Cell-146856	P11	C32
Cell-146868	P11	C26
Cell-146872	P11	C16
Cell-146885	P11	C10
Cell-146890	P11	C55
Cell-146891	P11	C13
Cell-146902	P11	C8
Cell-146904	P11	C54
Cell-146908	P11	C3
Cell-146910	P11	C37
Cell-146911	P11	C14
Cell-146933	P11	C12
Cell-146936	P11	C44
Cell-146937	P11	C54
Cell-146938	P11	C1
Cell-146954	P11	C1
Cell-146968	P11	C4
Cell-146970	P11	C40
Cell-146973	P11	C8
Cell-146975	P11	C1
Cell-146976	P11	C55
Cell-146990	P11	C14
Cell-147001	P11	C11
Cell-147002	P11	C40
Cell-147019	P11	C31
Cell-147020	P11	C13
Cell-147021	P11	C41
Cell-147023	P11	C9
Cell-147034	P11	C18
Cell-147049	P11	C53
Cell-147052	P11	C4
Cell-147053	P11	C34
Cell-147070	P11	C12
Cell-147079	P11	C13
Cell-147090	P11	C20
Cell-147095	P11	C24
Cell-147096	P11	C21
Cell-147111	P11	C17
Cell-147113	P11	C24
Cell-147120	P11	C53
Cell-147124	P11	C3
Cell-147140	P11	C26
Cell-147141	P11	C9
Cell-147157	P11	C10
Cell-147159	P11	C24
Cell-147161	P11	C46
Cell-147171	P11	C8
Cell-147177	P11	C3
Cell-147187	P11	C4
Cell-147188	P11	C11
Cell-147190	P11	C36
Cell-147194	P11	C20
Cell-147195	P11	C26
Cell-147210	P11	C10
Cell-147212	P11	C14
Cell-147227	P11	C45
Cell-147235	P11	C30
Cell-147237	P11	C1
Cell-147249	P11	C9
Cell-147259	P11	C31
Cell-147263	P11	C4
Cell-147286	P11	C16
Cell-147289	P11	C4
Cell-147303	P11	C31
Cell-147304	P11	C33
Cell-147305	P11	C53
Cell-147307	P11	C21
Cell-147314	P11	C4
Cell-147324	P11	C16
Cell-147327	P11	C12
Cell-147331	P11	C1
Cell-147333	P11	C13
Cell-147347	P11	C10
Cell-147365	P11	C1
Cell-147367	P11	C13
Cell-147368	P11	C41
Cell-147381	P11	C55
Cell-147398	P11	C51
Cell-147420	P11	C54
Cell-147421	P11	C54
Cell-147423	P11	C13
